Leaf number,spectrometer,gain,integratoin time,450nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 19,b'AS7262',16,100,0.108769079,0.091356768,0.174671989,0.164539106,0.163082734,0.091773813,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,0.109472872,0.089586484,0.171927236,0.162343561,0.161449824,0.089965855,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,0.121261174,0.096368432,0.176135824,0.169479001,0.170430366,0.102189783,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,0.121296364,0.094149337,0.173244803,0.167063902,0.16835085,0.100058007,12:05:33,pos 2,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,0.123108596,0.096368432,0.174836747,0.169228081,0.171046576,0.100948497,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,0.123636423,0.094348802,0.172366535,0.16729922,0.169475411,0.099734189,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,1.58113883,1.58113883,0.002244549,0.008108329,0.01751399,0.005679976,0.01754752
Leaf: 20,b'AS7262',16,100,0.101133084,0.127036773,0.243508885,0.221073981,0.150605393,0.096442089,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,0.082500528,0.102477164,0.194964437,0.176849759,0.120736939,0.076014957,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,0.085315643,0.1063668,0.208102303,0.188940857,0.129162969,0.081222927,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,0.084717421,0.10434719,0.200563561,0.182166033,0.124741995,0.077930827,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,0.086547263,0.107438947,0.204900257,0.186023919,0.127360671,0.079981642,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,0.094464781,0.116190644,0.231688422,0.210504,0.144351341,0.090451567,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,1.58113883,1.58113883,0.003478074,0.00807075,0.016616094,0.007336139,0.022641451
Leaf: 21,b'AS7262',16,100,0.127700753,0.094548267,0.14751789,0.141219462,0.109753853,0.08880553,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,0.126838618,0.092852785,0.145669813,0.139463026,0.10795157,0.086295981,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,0.12782392,0.094598148,0.147645982,0.141235144,0.109461177,0.08829284,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,0.127278483,0.092578518,0.145194046,0.139149393,0.107843757,0.085999169,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,0.12863327,0.094498406,0.147389798,0.141109701,0.109676835,0.08829284,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,0.128070224,0.092528657,0.145175737,0.139165075,0.108244262,0.086322987,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,1.58113883,1.58113883,0.006035478,0.007278599,0.015328104,0.022803611,0.02759513
Leaf: 22,b'AS7262',16,100,0.064325418,0.082106398,0.147792365,0.130304549,0.085091972,0.047951211,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,0.064043909,0.08058544,0.145980855,0.128799032,0.083936663,0.046440091,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,0.064448584,0.082555209,0.148505974,0.131025926,0.085292217,0.047654371,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,0.064237456,0.080934509,0.146145547,0.12912838,0.084152321,0.046197235,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,0.064589346,0.082854396,0.148615758,0.13124548,0.085415459,0.047330582,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,0.064413408,0.081308518,0.14636513,0.129457696,0.084367979,0.04617023,12:10:26,pos 3,0.395272613,0.122330018,0.517602631,1.58113883,1.58113883,0.007891641,0.016304693,0.03315471,0.018394491,0.048812729
Leaf: 23,b'AS7262',16,100,0.075480336,0.041664074,0.096594755,0.087240845,0.077143481,0.056532243,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,0.075832211,0.041190342,0.096613063,0.086989926,0.075818738,0.055425874,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,0.076289671,0.04188848,0.098076898,0.088244523,0.076635146,0.056586199,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,0.07581463,0.041040739,0.096649663,0.087021291,0.075541459,0.054805245,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,0.076254481,0.041738876,0.097802423,0.088056333,0.07651192,0.055938592,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,0.075955377,0.041015798,0.096613063,0.087021291,0.075664685,0.054589367,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,1.58113883,1.58113883,0.00764055,0.008560841,0.015658558,0.024010325,0.038342288
Leaf: 24,b'AS7262',16,100,0.15956433,0.146484996,0.179118468,0.196405547,0.138051096,0.12434394,12:12:46,pos 1,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,0.160584794,0.143792149,0.17789236,0.194429556,0.137142271,0.122724882,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,0.161376648,0.146883926,0.180655437,0.19731513,0.139329615,0.124613802,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,0.161341401,0.143717347,0.178148576,0.194680476,0.137588969,0.121915325,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,0.161957161,0.146834065,0.180728571,0.197440589,0.139622308,0.124209023,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,0.161798904,0.143692427,0.178130252,0.194711841,0.137850835,0.121645491,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,1.58113883,1.58113883,0.002732215,0.005587039,0.011559522,0.007611881,0.016272241
Leaf: 25,b'AS7262',16,100,0.031564501,0.033261446,0.080803645,0.071778066,0.055870492,0.037562247,9:58:50,pos 1,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,0.03138855,0.032264101,0.079028751,0.070366645,0.05486922,0.036563817,9:58:50,pos 1,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,0.032180304,0.033361188,0.080821937,0.071872145,0.056116945,0.037966998,9:59:25,pos 2,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,0.031986772,0.032289042,0.079010459,0.070429374,0.055115689,0.03694159,9:59:25,pos 2,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,0.032250685,0.033111842,0.080437694,0.071621225,0.056055339,0.03764318,9:59:35,pos 3,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,0.032197899,0.032463566,0.079156843,0.070460756,0.055161897,0.036914612,9:59:35,pos 3,0.234857261,0.068349045,0.303206306,1.58113883,1.58113883,0.006797205,0.007243135,0.013073002,0.021676275,0.03366759
Leaf: 26,b'AS7262',16,100,0.025107326,0.034757463,0.086878552,0.078066669,0.060337659,0.032678066,10:00:19,pos 1,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 26,b'AS7262',16,100,0.024896198,0.033685316,0.084938983,0.076451408,0.059043711,0.031787575,10:00:19,pos 1,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 26,b'AS7262',16,100,0.025177707,0.034832265,0.08693346,0.078066669,0.060337659,0.032651088,10:00:31,pos 2,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 26,b'AS7262',16,100,0.025089731,0.033785038,0.085012167,0.076482773,0.059274782,0.031760597,10:00:32,pos 2,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 26,b'AS7262',16,100,0.025300859,0.034832265,0.08686026,0.078003939,0.060445488,0.032381226,10:00:42,pos 3,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 26,b'AS7262',16,100,0.025230493,0.033809979,0.084938983,0.076435709,0.059398008,0.031598703,10:00:43,pos 3,0.176267532,0.038262775,0.214530306,1.58113883,1.58113883,0.002640644,0.006005248,0.012357715,0.00581863,0.016980838
Leaf: 27,b'AS7262',16,100,0.063867972,0.053806735,0.079632577,0.08059153,0.071166708,0.041663849,10:01:45,pos 1,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 27,b'AS7262',16,100,0.063709615,0.052584985,0.078095558,0.079038982,0.069841964,0.040827342,10:01:46,pos 1,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 27,b'AS7262',16,100,0.063885567,0.053382865,0.079138535,0.079995612,0.070827823,0.04123212,10:01:57,pos 2,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 27,b'AS7262',16,100,0.06378001,0.052285798,0.077729608,0.078631238,0.069641704,0.04034163,10:01:57,pos 2,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 27,b'AS7262',16,100,0.063885567,0.053083678,0.078754276,0.079603551,0.070596767,0.040827342,10:02:08,pos 3,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 27,b'AS7262',16,100,0.063762415,0.052011531,0.077400224,0.07828624,0.069456856,0.040098774,10:02:08,pos 3,0.344753081,0.107323243,0.452076324,1.58113883,1.58113883,0.002832843,0.007543076,0.015857903,0.006356874,0.019292682
Leaf: 28,b'AS7262',16,100,0.032989654,0.034383453,0.068086588,0.060878835,0.044040172,0.022693847,10:02:46,pos 1,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 28,b'AS7262',16,100,0.03307763,0.033909722,0.067061904,0.060047681,0.0433778,0.022316066,10:02:47,pos 1,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 28,b'AS7262',16,100,0.033288758,0.034732522,0.068306155,0.061192485,0.044163414,0.022639878,10:02:57,pos 2,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 28,b'AS7262',16,100,0.033288758,0.034109187,0.067189996,0.060251537,0.043470231,0.022127177,10:02:58,pos 2,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 28,b'AS7262',16,100,0.033482305,0.034981868,0.068507431,0.061459087,0.044302038,0.022720831,10:03:09,pos 3,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 28,b'AS7262',16,100,0.0334471,0.034283711,0.067318071,0.060439727,0.04357806,0.022235113,10:03:10,pos 3,0.43767791,0.131288072,0.568965982,1.58113883,1.58113883,0.004877192,0.005128158,0.009338291,0.015849623,0.023905017
Leaf: 29,b'AS7262',16,100,0.058343299,0.063680461,0.074692138,0.074302927,0.055238915,0.046628991,10:03:53,pos 1,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 29,b'AS7262',16,100,0.058536846,0.062633234,0.073704053,0.073330614,0.054499525,0.046143252,10:03:53,pos 1,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 29,b'AS7262',16,100,0.058765569,0.064029529,0.07518618,0.074726337,0.055516194,0.046817864,10:04:04,pos 2,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 29,b'AS7262',16,100,0.058783164,0.062732977,0.073905328,0.073487439,0.054638165,0.046008335,10:04:05,pos 2,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 29,b'AS7262',16,100,0.05890633,0.06405445,0.075277672,0.074789067,0.055639421,0.046682947,10:04:16,pos 3,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 29,b'AS7262',16,100,0.058923925,0.062757918,0.074051712,0.073597216,0.054776804,0.045954351,10:04:16,pos 3,0.518858883,0.179110775,0.697969658,1.58113883,1.58113883,0.006162548,0.010166366,0.020201022,0.017119828,0.034609747
Leaf: 30,b'AS7262',16,100,0.027658528,0.014885367,0.029221793,0.025703346,0.024230565,0.031868536,10:04:46,pos 1,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 30,b'AS7262',16,100,0.027482576,0.014660964,0.028782642,0.025295618,0.02383006,0.031382824,10:04:47,pos 1,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 30,b'AS7262',16,100,0.027623338,0.014935235,0.029294976,0.025719029,0.024261376,0.031733619,10:04:57,pos 2,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 30,b'AS7262',16,100,0.027447386,0.014611099,0.02872775,0.025248571,0.023814662,0.031112963,10:04:58,pos 2,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 30,b'AS7262',16,100,0.027588147,0.014885367,0.029221793,0.025656299,0.024245978,0.031517741,10:05:08,pos 3,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 30,b'AS7262',16,100,0.027447386,0.014611099,0.028709442,0.025232889,0.02383006,0.030978046,10:05:09,pos 3,0.426575171,0.153834306,0.580409477,1.58113883,1.58113883,0.002786216,0.009028677,0.019225281,0.005309688,0.021074322
Leaf: 31,b'AS7262',16,100,0.041294252,0.03989379,0.065433393,0.068735685,0.049308365,0.039747951,10:11:03,pos 1,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 31,b'AS7262',16,100,0.041188681,0.038896445,0.064042742,0.067481104,0.048507354,0.038722544,10:11:04,pos 1,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 31,b'AS7262',16,100,0.041804498,0.040217918,0.066256786,0.069504109,0.049970737,0.040206713,10:12:31,pos 2,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 31,b'AS7262',16,100,0.041681332,0.03909591,0.064664876,0.068092704,0.049061897,0.039046361,10:12:31,pos 2,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 31,b'AS7262',16,100,0.041822079,0.040018453,0.065927436,0.069268888,0.049847495,0.039667017,10:12:42,pos 3,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 31,b'AS7262',16,100,0.041769308,0.039220573,0.064866151,0.068171116,0.049123518,0.039046361,10:12:43,pos 3,0.268622847,0.083031928,0.351654775,1.58113883,1.58113883,0.007741253,0.011751298,0.022603025,0.020624994,0.043158955
Leaf: 32,b'AS7262',16,100,0.131465966,0.094747732,0.178368143,0.167518774,0.148217742,0.108018382,10:13:52,pos 1,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 32,b'AS7262',16,100,0.131606713,0.092354112,0.175531932,0.164899722,0.146631148,0.105077105,10:13:52,pos 1,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 32,b'AS7262',16,100,0.13345415,0.094972137,0.178807277,0.167738329,0.149588724,0.108099344,10:14:13,pos 2,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 32,b'AS7262',16,100,0.133348579,0.092229449,0.175349015,0.164836992,0.147740233,0.105589822,10:14:13,pos 2,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 32,b'AS7262',16,100,0.134720946,0.094623069,0.178459767,0.167471646,0.150343527,0.108072366,10:14:32,pos 3,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 32,b'AS7262',16,100,0.134439437,0.092079846,0.175239231,0.164727296,0.148325586,0.105967595,10:14:33,pos 3,0.230459495,0.06413182,0.294591315,1.58113883,1.58113883,0.001154556,0.002605379,0.00566839,0.00428745,0.006464188
Leaf: 33,b'AS7262',16,100,0.054859595,0.075249648,0.100053068,0.101229489,0.056733109,0.045873418,10:16:20,pos 1,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 33,b'AS7262',16,100,0.054630872,0.073554166,0.098168374,0.099473069,0.055716439,0.044713093,10:16:20,pos 1,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 33,b'AS7262',16,100,0.05480681,0.075050183,0.099760301,0.100978569,0.056563674,0.045495617,10:16:30,pos 2,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 33,b'AS7262',16,100,0.054718834,0.073579106,0.09813179,0.099410339,0.055701042,0.044605154,10:16:31,pos 2,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 33,b'AS7262',16,100,0.054912381,0.075124985,0.099796901,0.101009934,0.056594485,0.045333722,10:16:42,pos 3,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 33,b'AS7262',16,100,0.054771634,0.073604027,0.09813179,0.099426022,0.05574725,0.044551171,10:16:42,pos 3,0.372408721,0.137123315,0.509532036,1.58113883,1.58113883,0.011404955,0.012173537,0.023376531,0.039237306,0.054360388
Leaf: 34,b'AS7262',16,100,0.047645856,0.035704946,0.053137179,0.056409366,0.040759124,0.033352678,10:17:21,pos 1,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 34,b'AS7262',16,100,0.047645856,0.035006789,0.05231377,0.055531164,0.040173755,0.032974877,10:17:21,pos 1,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 34,b'AS7262',16,100,0.047874579,0.035580263,0.053063996,0.056236859,0.040789919,0.033433612,10:17:31,pos 2,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 34,b'AS7262',16,100,0.047821808,0.034931987,0.052240586,0.055390022,0.040189168,0.032812983,10:17:31,pos 2,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 34,b'AS7262',16,100,0.048050531,0.035530402,0.053027396,0.056205494,0.040836142,0.033406634,10:17:42,pos 3,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 34,b'AS7262',16,100,0.04798015,0.034907066,0.052185695,0.055342975,0.040189168,0.032839961,10:17:42,pos 3,0.563231568,0.175103135,0.738334703,1.58113883,1.58113883,0.004838181,0.01221278,0.025638487,0.011778681,0.031890777
Leaf: 35,b'AS7262',16,100,0.024421143,0.007854089,0.017163454,0.015478466,0.026294714,0.023827191,10:18:25,pos 1,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 35,b'AS7262',16,100,0.02456189,0.007854089,0.01701707,0.015337326,0.026079056,0.023719252,10:18:25,pos 1,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 35,b'AS7262',16,100,0.024720247,0.008003691,0.017328145,0.015603926,0.026541183,0.024043067,10:18:36,pos 2,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 35,b'AS7262',16,100,0.024702651,0.007854089,0.017035362,0.015368691,0.026202283,0.023665285,10:18:37,pos 2,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 35,b'AS7262',16,100,0.024825818,0.007978756,0.017273237,0.015588244,0.026602788,0.023908144,10:18:47,pos 3,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 35,b'AS7262',16,100,0.024790627,0.007854089,0.017035362,0.015368691,0.026263904,0.023611316,10:18:47,pos 3,0.467532757,0.179401081,0.646933838,1.58113883,1.58113883,0.007438078,0.008155182,0.015175098,0.024266587,0.036587324
Leaf: 36,b'AS7262',16,100,0.010134421,0.011070525,0.027684758,0.023743055,0.015819963,0.008581027,10:19:17,pos 1,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 36,b'AS7262',16,100,0.010204799,0.01097079,0.027373699,0.02346077,0.015727532,0.008769919,10:19:17,pos 1,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 36,b'AS7262',16,100,0.010345556,0.011195194,0.027867741,0.023852832,0.016051019,0.009012778,10:19:28,pos 2,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 36,b'AS7262',16,100,0.010310366,0.01097079,0.027391991,0.023445088,0.015835361,0.008769919,10:19:28,pos 2,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 36,b'AS7262',16,100,0.010398339,0.011170259,0.027831141,0.023805784,0.01611264,0.008958808,10:19:39,pos 3,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 36,b'AS7262',16,100,0.01036315,0.010945858,0.027373699,0.023413739,0.015881569,0.008769919,10:19:40,pos 3,0.44446836,0.156657225,0.601125586,1.58113883,1.58113883,0.006829934,0.01451575,0.029553613,0.015188499,0.042908927
Leaf: 37,b'AS7262',16,100,0.02494897,0.016431252,0.052441862,0.040334971,0.041575532,0.022316066,10:27:50,pos 1,0.260813802,0.088309694,0.349123495,1.58113883,1.58113883,0.006680344,0.009805458,0.018917093,0.018752497,0.036478772
