Leaf number,spectrometer,gain,integratoin time,LED current,wavelength,450,500,550,570,600,650,Unnamed: 12,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Unnamed: 19,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) STDEV,Chlorophyll b (ug/ml) STDEV,Total Chlorophyll (ug/ml) STDEV
Leaf: 21,b'AS7262',16,100,100,Raw data,16308,8523,18220,20320,15933,7311,Calibrated data,71810.57143,37460.10714,72123.5,70030.85714,56643.07143,25568.53214,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,Raw data,13420,6980,14916,16644,13060,5967,Calibrated data,59093.57143,30678.33929,59044.67857,57361.89286,46429.32143,20868.20357,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,Raw data,7209,3724,7961,8893,7008,3198,Calibrated data,31744.08214,16367.64286,31513.46071,30648.84286,24913.99643,11184.26429,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,Raw data,3737,1924,4091,4574,3622,1650,Calibrated data,16455.49286,8456.321429,16194.13929,15763.83929,12876.5,5770.492857,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,Raw data,3755,1948,4134,4619,3660,1681,Calibrated data,16534.75357,8561.807143,16364.35357,15918.925,13011.59286,5878.910714,12:08:52,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,Raw data,7265,3794,8069,9006,7106,3272,Calibrated data,31990.675,16675.30714,31940.975,31038.28929,25262.39643,11443.06429,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,Raw data,13557,7122,15109,16854,13237,6074,Calibrated data,59696.85714,31302.45714,59808.67857,58085.64286,47058.60714,21242.41071,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,Raw data,16704,8730,18631,20788,16300,7444,Calibrated data,73554.32143,38369.89286,73750.42857,71643.78571,57947.78571,26033.66786,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,Raw data,16746,8695,18570,20730,16253,7398,Calibrated data,73739.28571,38216.07143,73508.96429,71443.89286,57780.71429,25872.79286,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,Raw data,13451,6947,14852,16588,13028,5924,Calibrated data,59230.07143,30533.3,58791.35714,57168.89286,46315.57143,20717.82143,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,Raw data,7234,3713,7935,8873,7001,3187,Calibrated data,31854.16786,16319.29643,31410.53571,30579.91786,24889.11429,11145.79643,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,Raw data,3753,1920,4085,4570,3625,1647,Calibrated data,16525.94286,8438.742857,16170.38929,15750.05357,12887.16429,5760.003571,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,Raw data,3780,1951,4141,4625,3672,1688,Calibrated data,16644.83571,8574.992857,16392.06429,15939.60357,13054.25357,5903.389286,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,Raw data,7311,3790,8055,8998,7120,3272,Calibrated data,32193.23214,16657.725,31885.55357,31010.72143,25312.16786,11443.06429,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,Raw data,13642,7113,15101,16847,13277,6100,Calibrated data,60071.14286,31262.9,59777,58061.5,47200.78571,21333.33929,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,Raw data,16810,8726,18619,20780,16345,7488,Calibrated data,74021.07143,38352.32143,73702.92857,71616.21429,58107.78571,26187.54643,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,Raw data,16865,8694,18562,20726,16303,7437,Calibrated data,74263.28571,38211.67857,73477.28571,71430.10714,57958.46429,26009.18571,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,Raw data,13535,6944,14845,16584,13067,5949,Calibrated data,59599.96429,30520.11786,58763.64286,57155.10714,46454.21429,20805.25,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,Raw data,7279,3711,7934,8874,7027,3199,Calibrated data,32052.31786,16310.50714,31406.575,30583.36429,24981.54643,11187.76429,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,Raw data,3777,1919,4083,4569,3636,1652,Calibrated data,16631.62857,8434.346429,16162.475,15746.60714,12926.26786,5777.489286,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1889,1690,4152,4271,2848,922,Calibrated data,8318.014286,7427.85,16435.60714,14719.57857,10124.86786,3224.481429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3656,3293,8077,8309,5524,1777,Calibrated data,16098.81429,14473.32143,31972.64286,28636.14643,19638.26071,6214.646429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6822,6172,15137,15567,10310,3343,Calibrated data,30039.97143,27127.03929,59919.5,53650.10714,36652.85714,11691.37143,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9432,8524,20996,21577,14245,4609,Calibrated data,41532.82143,37464.5,83112.25,74363,50642.10714,16118.91429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9479,8494,20925,21508,14192,4543,Calibrated data,41739.78571,37332.64286,82831.17857,74125.17857,50453.67857,15888.08929,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6763,6024,14901,15324,10129,3217,Calibrated data,29780.16786,26476.55357,58985.32143,52812.64286,36009.39286,11250.71429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3640,3232,7978,8213,5449,1721,Calibrated data,16028.36071,14205.21429,31580.75,28305.28929,19371.62857,6018.8,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1888,1673,4106,4232,2819,884,Calibrated data,8313.610714,7353.132143,16253.51786,14585.17143,10021.76786,3091.585357,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1894,1702,4163,4287,2850,901,Calibrated data,8340.032143,7480.592857,16479.15,14774.72143,10131.97857,3151.038929,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3663,3311,8116,8355,5537,1766,Calibrated data,16129.63929,14552.43571,32127.02143,28794.67857,19684.475,6176.175,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6838,6228,15215,15649,10332,3299,Calibrated data,30110.425,27373.16786,60228.28571,53932.71429,36731.07143,11537.48929,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9449,8571,21036,21645,14261,4524,Calibrated data,41607.67857,37671.07143,83270.57143,74597.35714,50699,15821.64286,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9497,8527,20940,21560,14209,4483,Calibrated data,41819.03571,37477.67857,82890.57143,74304.39286,50514.10714,15678.25714,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6778,6046,14910,15359,10148,3190,Calibrated data,29846.21786,26573.24286,59020.92857,52933.28571,36076.96429,11156.28571,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3651,3246,7987,8234,5463,1712,Calibrated data,16076.8,14266.74643,31616.37857,28377.66786,19421.4,5987.325,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1894,1681,4113,4244,2826,881,Calibrated data,8340.032143,7388.292857,16281.22857,14626.52857,10046.65357,3081.093571,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1899,1710,4165,4294,2853,891,Calibrated data,8362.05,7515.753571,16487.06786,14798.84643,10142.64286,3116.066429,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3671,3323,8122,8369,5545,1754,Calibrated data,16164.86786,14605.175,32150.77143,28842.92857,19712.91786,6134.210714,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6854,6251,15229,15678,10349,3280,Calibrated data,30180.875,27474.25714,60283.67857,54032.67857,36791.5,11471.04286,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9477,8612,21070,21699,14296,4509,Calibrated data,41731,37851.28571,83405.17857,74783.46429,50823.42857,15769.18214,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,Raw data,9524,8568,20970,21614,14244,4475,Calibrated data,41937.96429,37657.89286,83009.32143,74490.5,50638.53571,15650.27857,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,Raw data,6798,6075,14926,15389,10168,3186,Calibrated data,29934.28571,26700.70714,59084.28571,53036.67857,36148.03571,11142.29643,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,Raw data,3661,3261,7999,8255,5477,1711,Calibrated data,16120.83571,14332.675,31663.88214,28450.03929,19471.17143,5983.825,12:10:26,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,Raw data,1900,1690,4120,4255,2833,880,Calibrated data,8366.453571,7427.85,16308.93929,14664.43571,10071.53929,3077.596429,12:10:26,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2202,858,2698,2846,2576,1056,Calibrated data,9696.278571,3771.064286,10679.97857,9808.457143,9157.885714,3693.114286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4290,1671,5279,5563,5008,2095,Calibrated data,18890.57143,7344.342857,20896.81429,19172.32857,17803.83929,7326.778571,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,7805,3060,9676,10179,9096,3833,Calibrated data,34368.50357,13449.24643,38302.25,35080.91786,32337.00357,13405.02857,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,8808,3437,11135,11704,10425,4384,Calibrated data,38785.10714,15106.225,44077.67857,40336.67857,37061.71429,15332.025,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,9132,3542,11190,11756,10444,4379,Calibrated data,40211.82143,15567.72143,44295.39286,40515.89286,37129.25,15314.53929,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,8003,3088,9842,10336,9159,3829,Calibrated data,35240.38214,13572.30714,38959.35714,35622,32560.975,13391.03929,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4310,1652,5280,5547,4922,2054,Calibrated data,18978.63571,7260.835714,20900.775,19117.18571,17498.10357,7183.389286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2231,853,2719,2857,2542,1056,Calibrated data,9823.978571,3749.085714,10763.10714,9846.367857,9037.014286,3693.114286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2235,862,2743,2881,2560,1067,Calibrated data,9841.589286,3788.642857,10858.11071,9929.082143,9101.003571,3731.585714,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4336,1680,5360,5627,4975,2097,Calibrated data,19093.125,7383.9,21217.45357,19392.9,17686.52143,7333.771429,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,7991,3115,9951,10437,9184,3853,Calibrated data,35187.53929,13690.97857,39390.82143,35970.07143,32649.85,13474.97857,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,9024,3496,11195,11743,10322,4308,Calibrated data,39736.25,15365.53929,44315.17857,40471.07143,36695.53571,15066.23214,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,9053,3490,11178,11728,10309,4283,Calibrated data,39863.92857,15339.17143,44247.89286,40419.39286,36649.32143,14978.80357,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,8003,3076,9836,10323,9081,3765,Calibrated data,35240.38214,13519.56786,38935.60714,35577.2,32283.67857,13167.21786,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4309,1646,5282,5549,4904,2031,Calibrated data,18974.23571,7234.464286,20908.69286,19124.07857,17434.11071,7102.953571,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2232,851,2717,2856,2537,1047,Calibrated data,9828.378571,3740.296429,10755.18929,9842.921429,9019.239286,3661.639286,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2238,860,2736,2876,2555,1057,Calibrated data,9854.8,3779.853571,10830.4,9911.85,9083.228571,3696.614286,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4334,1674,5345,5615,4967,2073,Calibrated data,19084.31786,7357.528571,21158.075,19351.54286,17658.08214,7249.839286,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,7998,3106,9939,10431,9187,3819,Calibrated data,35218.36071,13651.42143,39343.32143,35949.39286,32660.51429,13356.07143,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,9018,3480,11023,11570,10184,4216,Calibrated data,39709.82143,15295.21786,43634.32143,39874.85714,36204.92857,14744.48571,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,Raw data,8834,3392,10621,11148,9819,4052,Calibrated data,38899.60714,14908.44286,42043,38420.46429,34907.32857,14170.93214,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,Raw data,7588,2906,9281,9745,8592,3539,Calibrated data,33412.97143,12772.38571,36738.64286,33585.17857,30545.24643,12376.83214,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,Raw data,4317,1645,5280,5549,4912,2023,Calibrated data,19009.46071,7230.067857,20900.775,19124.07857,17462.55,7074.975,12:11:51,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,Raw data,2235,850,2714,2855,2539,1043,Calibrated data,9841.589286,3735.9,10743.31429,9839.475,9026.346429,3647.65,12:11:52,pos 3,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4703,3019,5013,6419,4609,2371,Calibrated data,20709.17143,13269.04286,19843.86071,22122.45,16385.36429,8292.025,12:12:46,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9069,5875,9789,12524,8962,4608,Calibrated data,39934.39286,25821.67143,38749.57143,43162.71429,31860.625,16115.41429,12:12:46,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,16878,11044,18406,23491,16738,8616,Calibrated data,74320.53571,48540.35714,72859.78571,80959.39286,59504.92857,30132.46786,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,23840,15562,26081,33262,23658,12147,Calibrated data,104976.9643,68397.75,103241.1071,114634.1786,84106.07143,42481.32143,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,24051,15485,25996,33136,23615,12089,Calibrated data,105906.0714,68059.32143,102904.6429,114199.9286,83953.21429,42278.46429,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,16863,10728,18118,23097,16507,8438,Calibrated data,74254.46429,47151.46429,71719.75,79601.53571,58683.71429,29509.95357,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9127,5767,9722,12398,8903,4548,Calibrated data,40189.78571,25346.98929,38484.32143,42728.46429,31650.87857,15905.57857,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4751,2990,5008,6393,4608,2353,Calibrated data,20920.53571,13141.58214,19824.06786,22032.84286,16381.80714,8229.071429,12:12:47,pos 1,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4760,3027,5058,6454,4656,2376,Calibrated data,20960.16429,13304.20357,20021.99286,22243.07143,16552.45,8309.510714,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9172,5891,9873,12582,9045,4618,Calibrated data,40387.96429,25891.99286,39082.07143,43362.60714,32155.69286,16150.38929,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,17037,11057,18507,23561,16868,8593,Calibrated data,75020.67857,48597.46429,73259.57143,81200.64286,59967.07143,30052.03214,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,24072,15582,26216,33367,23840,12104,Calibrated data,105998.5357,68485.67857,103775.5,114996.0714,84753.10714,42330.92857,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,24238,15497,26101,33227,23740,12023,Calibrated data,106729.5,68112.07143,103320.2857,114513.5714,84397.57143,42047.64286,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,16949,10727,18160,23132,16573,8379,Calibrated data,74633.14286,47147.07143,71886,79722.14286,58918.32143,29303.61429,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9170,5764,9736,12414,8932,4518,Calibrated data,40379.14286,25333.80357,38539.75,42783.60714,31753.97143,15800.65714,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4774,2989,5016,6401,4627,2339,Calibrated data,21021.81429,13137.18571,19855.73571,22060.41429,16449.35357,8180.110714,12:13:05,pos 2,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4776,3023,5056,6453,4666,2364,Calibrated data,21030.62143,13286.62143,20014.075,22239.625,16588,8267.542857,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9205,5889,9877,12590,9064,4603,Calibrated data,40533.25,25883.20357,39097.89286,43390.17857,32223.24286,16097.92857,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,17086,11049,18503,23562,16894,8542,Calibrated data,75236.42857,48562.32143,73243.75,81204.10714,60059.5,29873.66786,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,24149,15577,26215,33386,23876,12036,Calibrated data,106337.6071,68463.67857,103771.5357,115061.5357,84881.07143,42093.10714,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,100,Raw data,24305,15493,26098,33243,23782,11968,Calibrated data,107024.5357,68094.5,103308.3929,114568.7143,84546.89286,41855.32143,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,50,Raw data,16992,10716,18147,23122,16589,8349,Calibrated data,74822.5,47098.71429,71834.53571,79687.67857,58975.21429,29198.69643,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,25,Raw data,9196,5763,9735,12416,8949,4508,Calibrated data,40493.64286,25329.41071,38535.78571,42790.5,31814.40714,15765.68571,12:13:22,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 24,b'AS7262',16,100,12.5,Raw data,4787,2988,5014,6401,4633,2336,Calibrated data,21079.05714,13132.79286,19847.81786,22060.41429,16470.68214,8169.617857,12:13:23,pos 3,0.571122523,0.193581982,0.764704505,0.011559522,0.007611881,0.016272241
Leaf: 25,b'AS7262',16,100,12.5,Raw data,924,678,2257,2342,1863,715,Calibrated data,4068.739286,2979.930357,8934.289286,8071.471429,6623.114286,2500.547143,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,25,Raw data,1794,1334,4416,4577,3627,1392,Calibrated data,7899.692857,5863.167857,17480.64643,15774.17857,12894.275,4868.2,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,50,Raw data,3354,2517,8323,8622,6803,2601,Calibrated data,14768.98929,11062.66429,32946.42857,29714.86786,24185.20714,9096.396429,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,100,Raw data,4481,3359,11164,11562,9107,3475,Calibrated data,19731.61786,14763.40357,44192.46429,39847.28571,32376.10714,12153.00714,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,100,Raw data,4502,3347,11128,11534,9085,3465,Calibrated data,19824.08929,14710.66071,44049.96429,39750.78571,32297.9,12118.03571,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,50,Raw data,3329,2445,8140,8449,6672,2543,Calibrated data,14658.90714,10746.21071,32222.02143,29118.64286,23719.49286,8893.553571,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,25,Raw data,1784,1294,4319,4487,3562,1355,Calibrated data,7855.657143,5687.360714,17096.675,15464,12663.19286,4738.8,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,12.5,Raw data,924,665,2216,2305,1836,693,Calibrated data,4068.739286,2922.793571,8771.989286,7943.953571,6527.125,2423.607143,09:58:50,pos 1,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,12.5,Raw data,942,681,2257,2344,1870,722,Calibrated data,4148,2993.116071,8934.289286,8078.364286,6648,2525.027857,09:59:25,pos 2,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,25,Raw data,1829,1338,4417,4583,3643,1407,Calibrated data,8053.810714,5880.75,17484.60357,15794.85357,12951.15357,4920.657143,09:59:25,pos 2,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
Leaf: 25,b'AS7262',16,100,50,Raw data,3417,2524,8320,8627,6831,2628,Calibrated data,15046.40357,11093.42857,32934.55357,29732.1,24284.75,9190.821429,09:59:25,pos 2,0.234857261,0.068349045,0.303206306,0.013073002,0.021676275,0.03366759
