Leaf number,spectrometer,gain,integration time,LED current,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Unnamed: 19,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) STDEV,Chlorophyll b (ug/ml) STDEV,Total Chlorophyll (ug/ml) STDEV
Leaf: 19,b'AS7262',16,100,100,62796.82143,36849.17857,86999.46429,83285.71429,86424,27387.11071,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,100,63140.28571,36910.71429,86951.96429,83206.46429,86288.89286,27268.20357,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,50,50890.03571,29588.33929,69669.25,66712,69320.5,21770.49643,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,25,27397.93214,15791.875,37193.85714,35677.14286,37260.78571,11659.89286,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,12.5,14240.58214,8161.846429,19111.54286,18365.87143,19275.64286,6015.303571,12:04:07,pos 1,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,12.5,15676.08929,8698.057143,19531.13929,19103.4,20249.73214,6826.667857,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,25,30348.20714,16987.36429,38104.32143,37245.25,39333.39286,13244.15714,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,50,56654.10714,31865.03929,71284.28571,69679.32143,73330.60714,24578.80714,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,100,69908.32143,38879.75,87751.57143,85925.67857,90455.46429,30272.35714,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,100,70304.64286,38761.07143,87692.21429,85846.39286,90387.89286,30254.87143,12:05:32,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,50,56425.10714,31007.98214,70120.5,68624.75,72317.42857,24201.1,12:05:33,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,25,30357.01429,16596.19286,37478.89286,36714.5,38853.46429,12967.87143,12:05:33,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,12.5,15750.94643,8579.389286,19258.00357,18889.725,20082.64286,6658.8,12:05:33,pos 2,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,12.5,15909.47143,8746.403571,19483.63929,19127.525,20331.50357,6746.232143,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,25,30810.56429,16987.36429,37823.28571,37190.10714,39475.60714,13083.28214,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,50,57543.57143,31794.71429,70876.57143,69655.21429,73664.82143,24424.925,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,100,71290.96429,39187.39286,87803.03571,86270.32143,91102.46429,30163.94286,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,100,71599.21429,39077.53571,87462.60714,86004.92857,90864.28571,30038.03929,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,50,57442.32143,31131.04643,69772.17857,68676.42857,72712.03571,24012.24643,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,25,30942.66429,16631.35357,37288.89286,36766.21429,39113,12925.90357,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 19,b'AS7262',16,100,12.5,16076.8,8605.757143,19186.75357,18948.31071,20242.62143,6686.778571,12:05:50,pos 3,0.203465658,0.056250523,0.25971618,0.01751399,0.005679976,0.01754752
Leaf: 2,b'AS7262',16,100,12.5,6089.896429,4469.896429,9749.735714,9536.189286,7202.592857,3479.782143,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,11787.89286,8755.192857,19083.83214,18645.02857,14031.9,6791.696429,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,21972.94643,16517.07857,35950.92857,35084.36071,26296.925,12695.08571,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,31796.925,23887.79286,52220.28571,50979.17857,38124.67857,18360.66071,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,32003.88214,23764.72857,51943.17857,50748.25,37986.03571,18280.225,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,21880.475,15989.65714,35020.67143,34260.67143,25735.22143,12394.32143,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,11770.27857,8509.064286,18632.56429,18252.13929,13775.93214,6627.325,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,12.5,6107.510714,4390.782143,9579.521429,9391.442857,7110.160714,3406.339286,12:43:53,pos 1,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,12.5,8608.639286,3858.967857,9820.989286,9508.621429,8549.967857,4441.532143,12:44:10,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,16666.85357,7555.310714,19214.46071,18586.44286,16623.55357,8638.253571,12:44:10,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,31109.99286,14218.4,36172.60714,34974.08214,31114.05714,16139.89286,12:44:10,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,44879.42857,20477.13571,52406.32143,50686.21429,44975.32143,23330.27857,12:44:11,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,45161.21429,20380.43929,52192.57143,50500.10714,44822.42857,23253.33929,12:44:11,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,30903.03571,13774.48929,35341.31071,34215.86786,30424.375,15811.15357,12:44:11,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,16605.20714,7353.132143,18842.36429,18255.58571,16292.93214,8473.882143,12:44:11,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,12.5,8599.832143,3801.828571,9694.317857,9401.782143,8411.317857,4375.082143,12:44:11,pos 2,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,12.5,6503.814286,2795.333214,6903.589286,6927.267857,6772.428571,3567.213929,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,12571.69643,5476.392857,13494.45714,13527.125,13160.90357,6935.082143,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,23456.89286,10297.90357,25365.93929,25417.20357,24618.925,12964.375,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,32708.42857,14328.28214,35471.93929,35563.41071,34374.06786,18098.36786,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,100,32783.28214,14214.00714,35246.3,35370.41429,34178.53571,18010.93571,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,50,23197.08929,9968.264286,24744.45714,24848.55,24046.56071,12691.58929,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,25,12443.99643,5313.771429,13189.65357,13251.41071,12869.38929,6795.192857,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 2,b'AS7262',16,100,12.5,6442.167857,2746.986071,6780.875,6813.535714,6640.889286,3504.263214,12:44:26,pos 3,0.229680252,0.063844685,0.293524937,0.026617897,0.006863818,0.03027574
Leaf: 20,b'AS7262',16,100,12.5,13148.54286,11510.97143,27103.71071,24993.3,17928.26786,6487.432143,12:06:55,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,25310.72143,22393.43214,52679.46429,48583.92857,34758.01429,12499.23571,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,37869.21429,33574.76071,80448.17857,74149.32143,52952.92857,19060.11429,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,32593.93929,28696.11429,45874.82143,42280.46429,30303.5,10890.49643,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,20163.15,17607.08214,46785.28571,43104.14286,30882.97857,11058.36429,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,20753.20714,18160.875,43285.96429,39881.75,28586.39643,10166.56071,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,20647.525,18064.18214,42177.60714,38865.07143,27864.71429,9851.807143,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,12.5,13139.73571,11370.325,26838.49286,24762.38929,17796.72857,6263.607143,12:06:56,pos 1,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,12.5,13166.15357,11484.6,27068.08214,24945.05,17921.15714,6344.046429,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,21352.06786,18749.82857,45019.78571,41522.25,29809.34643,10526.77857,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,22338.42857,19497.01071,45510.64286,41973.71429,30157.73929,10659.675,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,25698.21786,22503.31071,58272.78571,53712.14286,38515.75,13614.86786,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,30172.07143,26476.55357,62413.35714,57527.32143,41235.35714,14545.13929,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,27186.56786,23738.35714,57128.78571,52674.78571,37797.60714,13293.11786,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,21202.35,18393.82143,43388.89286,40033.39286,28789.03571,10100.11071,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,12.5,13183.76786,11326.375,26783.075,24741.71429,17828.725,6239.128571,12:07:14,pos 2,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,12.5,13214.58929,11458.22857,27056.20714,24962.28214,17978.03929,6354.535714,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,21660.30714,18938.82143,44327.07143,40881.21429,29393.39643,10365.90357,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,24786.71786,21584.71786,50165.82143,46312.75,33328.87143,11747.325,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,26028.475,22639.56071,54678.46429,50476,36308.03571,12813.99286,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,100,24971.66071,21677.01786,53538.42857,49400.71429,35540.12857,12551.69643,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,50,21968.54286,19022.32857,58739.89286,54205,38974.32143,13747.76429,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,25,23641.83571,20481.52857,50122.28571,46261.03571,33314.65,11722.84286,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 20,b'AS7262',16,100,12.5,13236.60714,11313.18929,26775.15714,24734.81786,17874.93929,6267.107143,12:07:35,pos 3,0.218900649,0.061822486,0.280723135,0.016616094,0.007336139,0.022641451
Leaf: 21,b'AS7262',16,100,12.5,16530.35,8561.807143,16388.10714,15936.15714,13072.02857,5945.357143,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,31959.85,16666.51429,31913.26429,31034.84286,25329.94286,11509.51071,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,53355.96429,27984.09643,52655.71429,51137.71429,41558.89286,18895.74286,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,59472.25,31192.57857,72297.67857,70185.96429,56820.82143,25788.85714,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,71810.57143,37460.10714,72123.5,70030.85714,56643.07143,25568.53214,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,59093.57143,30678.33929,59044.67857,57361.89286,46429.32143,20868.20357,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,31744.08214,16367.64286,31513.46071,30648.84286,24913.99643,11184.26429,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,16455.49286,8456.321429,16194.13929,15763.83929,12876.5,5770.492857,12:08:35,pos 1,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,16534.75357,8561.807143,16364.35357,15918.925,13011.59286,5878.910714,12:08:52,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,31990.675,16675.30714,31940.975,31038.28929,25262.39643,11443.06429,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,59696.85714,31302.45714,59808.67857,58085.64286,47058.60714,21242.41071,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,73554.32143,38369.89286,73750.42857,71643.78571,57947.78571,26033.66786,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,73739.28571,38216.07143,73508.96429,71443.89286,57780.71429,25872.79286,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,59230.07143,30533.3,58791.35714,57168.89286,46315.57143,20717.82143,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,31854.16786,16319.29643,31410.53571,30579.91786,24889.11429,11145.79643,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,16525.94286,8438.742857,16170.38929,15750.05357,12887.16429,5760.003571,12:08:53,pos 2,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,16644.83571,8574.992857,16392.06429,15939.60357,13054.25357,5903.389286,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,32193.23214,16657.725,31885.55357,31010.72143,25312.16786,11443.06429,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,60071.14286,31262.9,59777,58061.5,47200.78571,21333.33929,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,74021.07143,38352.32143,73702.92857,71616.21429,58107.78571,26187.54643,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,100,74263.28571,38211.67857,73477.28571,71430.10714,57958.46429,26009.18571,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,50,59599.96429,30520.11786,58763.64286,57155.10714,46454.21429,20805.25,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,25,32052.31786,16310.50714,31406.575,30583.36429,24981.54643,11187.76429,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 21,b'AS7262',16,100,12.5,16631.62857,8434.346429,16162.475,15746.60714,12926.26786,5777.489286,12:09:12,pos 3,0.451523099,0.142544288,0.594067387,0.015328104,0.022803611,0.02759513
Leaf: 22,b'AS7262',16,100,12.5,8318.014286,7427.85,16435.60714,14719.57857,10124.86786,3224.481429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16098.81429,14473.32143,31972.64286,28636.14643,19638.26071,6214.646429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,30039.97143,27127.03929,59919.5,53650.10714,36652.85714,11691.37143,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41532.82143,37464.5,83112.25,74363,50642.10714,16118.91429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41739.78571,37332.64286,82831.17857,74125.17857,50453.67857,15888.08929,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,29780.16786,26476.55357,58985.32143,52812.64286,36009.39286,11250.71429,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16028.36071,14205.21429,31580.75,28305.28929,19371.62857,6018.8,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,8313.610714,7353.132143,16253.51786,14585.17143,10021.76786,3091.585357,12:09:50,pos 1,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,8340.032143,7480.592857,16479.15,14774.72143,10131.97857,3151.038929,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16129.63929,14552.43571,32127.02143,28794.67857,19684.475,6176.175,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,30110.425,27373.16786,60228.28571,53932.71429,36731.07143,11537.48929,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41607.67857,37671.07143,83270.57143,74597.35714,50699,15821.64286,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41819.03571,37477.67857,82890.57143,74304.39286,50514.10714,15678.25714,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,29846.21786,26573.24286,59020.92857,52933.28571,36076.96429,11156.28571,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16076.8,14266.74643,31616.37857,28377.66786,19421.4,5987.325,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,8340.032143,7388.292857,16281.22857,14626.52857,10046.65357,3081.093571,12:10:08,pos 2,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,8362.05,7515.753571,16487.06786,14798.84643,10142.64286,3116.066429,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16164.86786,14605.175,32150.77143,28842.92857,19712.91786,6134.210714,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,30180.875,27474.25714,60283.67857,54032.67857,36791.5,11471.04286,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41731,37851.28571,83405.17857,74783.46429,50823.42857,15769.18214,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,100,41937.96429,37657.89286,83009.32143,74490.5,50638.53571,15650.27857,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,50,29934.28571,26700.70714,59084.28571,53036.67857,36148.03571,11142.29643,12:10:25,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,25,16120.83571,14332.675,31663.88214,28450.03929,19471.17143,5983.825,12:10:26,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 22,b'AS7262',16,100,12.5,8366.453571,7427.85,16308.93929,14664.43571,10071.53929,3077.596429,12:10:26,pos 3,0.395272613,0.122330018,0.517602631,0.03315471,0.018394491,0.048812729
Leaf: 23,b'AS7262',16,100,12.5,9696.278571,3771.064286,10679.97857,9808.457143,9157.885714,3693.114286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,18890.57143,7344.342857,20896.81429,19172.32857,17803.83929,7326.778571,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,34368.50357,13449.24643,38302.25,35080.91786,32337.00357,13405.02857,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,38785.10714,15106.225,44077.67857,40336.67857,37061.71429,15332.025,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,40211.82143,15567.72143,44295.39286,40515.89286,37129.25,15314.53929,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,35240.38214,13572.30714,38959.35714,35622,32560.975,13391.03929,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,18978.63571,7260.835714,20900.775,19117.18571,17498.10357,7183.389286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,9823.978571,3749.085714,10763.10714,9846.367857,9037.014286,3693.114286,12:11:17,pos 1,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,9841.589286,3788.642857,10858.11071,9929.082143,9101.003571,3731.585714,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,19093.125,7383.9,21217.45357,19392.9,17686.52143,7333.771429,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,35187.53929,13690.97857,39390.82143,35970.07143,32649.85,13474.97857,12:11:34,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,39736.25,15365.53929,44315.17857,40471.07143,36695.53571,15066.23214,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,100,39863.92857,15339.17143,44247.89286,40419.39286,36649.32143,14978.80357,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,50,35240.38214,13519.56786,38935.60714,35577.2,32283.67857,13167.21786,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,25,18974.23571,7234.464286,20908.69286,19124.07857,17434.11071,7102.953571,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
Leaf: 23,b'AS7262',16,100,12.5,9828.378571,3740.296429,10755.18929,9842.921429,9019.239286,3661.639286,12:11:35,pos 2,0.432937982,0.166824577,0.599762559,0.015658558,0.024010325,0.038342288
