Leaf number,index,sensor type,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,position,LED,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
16,2729,b'AS7265X',64,250,208.0644286,21.60762857,38.48791429,27.03095714,27.3568,38.54895714,14.90175714,34.12144286,3271.275714,10.07294,37.83422857,38.35635714,31.88852857,22.87601429,19.1436,43.97647143,25.2603,11.26133,3,630 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2730,b'AS7265X',64,150,53.34985714,139.2491429,37.24635714,223.2992381,2203.741667,48102.40476,31.79040476,57.81688095,13.89805714,45.56804762,1503.28,167.8090714,39.86066667,49.34042857,59.55788095,38.683,80.54009524,62.56295238,3,890 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2731,b'AS7265X',64,200,54.01671429,149.45275,35.69442857,221.8301786,2191.8,47863.55357,32.03876786,57.57992857,13.48929107,44.96848214,1505.802321,169.3073929,39.86066071,50.46180357,78.16973214,38.17401786,80.99771429,62.17192857,3,890 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2732,b'AS7265X',64,250,52.81634286,139.7293429,36.00481429,220.9487143,2185.938571,47723.61429,32.18778571,57.43775714,13.73455,45.0884,1508.072857,169.0077143,39.86065714,49.78898571,58.70705714,37.86862857,81.27228571,62.87575714,3,890 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2733,b'AS7265X',64,150,42.67988095,100.835619,173.8163571,280.1033333,52.10819048,134.0833333,28.81004762,65.39942857,20.43831905,23.98319048,658.3154762,4608.757143,186.0164048,462.0059524,640.247381,122.156881,201.3502381,184.5606905,3,940 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2734,b'AS7265X',64,200,44.013625,100.8355893,173.8163571,279.1241071,52.10817857,134.0833393,29.05841071,64.68855357,20.23392857,23.98319643,652.6405357,4578.791071,186.0164286,462.5666071,641.3108929,123.6838393,201.8078571,184.1696429,3,940 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
16,2735,b'AS7265X',64,250,43.21337143,100.8356,173.8162857,278.5364286,52.10818571,134.0833429,29.20742857,64.83072857,20.11131429,24.46285714,648.4787143,4560.811429,186.0164286,462.903,641.9488571,123.3784571,202.0824286,183.935,3,940 nm LED,0.484175712,0.118434306,0.602610018,0.052176229,0.0060293,0.055510627
17,2736,b'AS7265X',64,150,714.8878571,196.8695,273.14,162.5775238,73.81992857,44.69445238,335.7861905,303.3016667,129.9877143,67.15292857,21.43939762,19.97727143,66.43442857,340.897619,1144.362143,309.4640476,448.4619048,810.19,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2737,b'AS7265X',64,200,716.2216071,219.6775,277.7957143,166.0053571,74.9055,48.18619643,336.0344643,302.8276786,129.9877143,68.35208929,21.75467857,20.97614286,68.09530357,341.4582143,1145.425714,309.9730357,447.5466071,809.4080357,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2738,b'AS7265X',64,250,715.4214286,217.5167143,280.5892857,166.8868571,74.25415714,46.92917143,335.5874286,303.1121429,129.9877,68.59192857,21.18717143,20.37681429,67.76312857,341.7945714,1146.064,310.2784286,448.0957143,809.8772857,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2739,b'AS7265X',64,150,26.67492857,24.00847619,35.17711905,47.01035714,353.9014286,966.517381,24.8362619,35.0692619,30.24871429,14.38991429,298.8904762,161.8159048,33.21721429,40.36945238,40.41428571,24.43138095,27.45685714,21.89703095,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2740,b'AS7265X',64,200,26.00805357,23.40826786,34.1425,45.54128571,350.1017857,963.7239286,24.58789286,34.83230357,30.65748214,14.38991429,298.8903571,161.8158929,31.55635714,40.36944643,39.88251786,24.431375,26.084,23.46110714,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2741,b'AS7265X',64,250,25.60792857,40.33424286,34.76327143,45.8351,349.1248571,962.048,24.43887143,34.69012857,30.41221429,13.91025,299.6471429,161.8158571,30.55984286,41.7151,39.56345714,23.2098,26.35857143,22.52265714,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2742,b'AS7265X',64,150,18.67244762,0,39.31559524,29.38147619,17.36939286,13.96701429,21.85590476,20.85199048,16.35065476,13.59047381,8.827988095,5.993180952,2730.454762,444.0638095,89.33683333,40.71895238,32.94821429,29.71740476,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2743,b'AS7265X',64,200,18.00557143,1.800635714,38.79828571,29.38148214,17.91219643,16.76041786,21.60753571,21.32589286,15.94188929,13.19075357,9.458558929,7.491476786,2737.098214,447.4280357,89.33682143,41.22794643,34.32107143,30.49942857,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2744,b'AS7265X',64,250,17.60544286,1.440508571,38.48791429,29.38147143,18.23785714,15.08437143,21.45852857,21.04155714,16.18714286,13.43058571,9.8369,7.191818571,2742.412857,449.4464286,89.33682857,40.31177143,34.0465,30.96865714,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2745,b'AS7265X',64,150,18.67244762,74.42628571,60.00802381,86.18566667,21.71174286,19.55382143,23.84280952,16.11290238,16.35065476,22.38430952,8.827988095,3.995454762,876.9345238,112.1373571,99.97216667,30.53921429,34.77866667,53.1785,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2746,b'AS7265X',64,200,20.00619643,86.43051786,58.97339286,85.20628571,22.79732143,20.95051786,23.09771429,15.63899286,16.55503929,22.78403571,8.512701786,4.494885714,876.9344643,112.6980357,111.6710357,30.53921429,34.32107143,52.78748214,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2747,b'AS7265X',64,250,19.20594286,92.19254286,60.83572857,89.31968571,23.44868571,20.1125,23.24672857,15.92334286,16.18714286,23.02385714,8.323531429,4.794545714,874.2771429,111.6888143,117.4141143,30.53921429,34.0465,52.55287143,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2748,b'AS7265X',64,150,18.67244762,52.81864286,91.04666667,88.14442857,23.88292857,19.55382143,20.86245238,16.11290238,17.1681881,21.58486905,10.08912857,5.993180952,1855.735238,253.4304762,238.2314286,34.61111905,40.27004762,68.8192381,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2749,b'AS7265X',64,200,20.00619643,52.21842857,94.66783929,92.55166071,24.42571429,20.95051786,20.86244643,16.34985536,17.1681875,21.584875,9.458558929,5.993182143,1845.216071,252.3091071,256.8433929,35.12010714,39.81242857,69.21025,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2750,b'AS7265X',64,250,19.20594286,51.85831429,96.84054286,92.84547143,24.75138571,20.1125,20.26638571,15.92334286,17.16818571,21.58487143,9.8369,5.993181429,1830.932857,251.6362857,236.1044286,35.4255,39.53785714,68.50642857,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2751,b'AS7265X',64,150,18.67244762,360.1271429,57.93878571,76.39183333,34.73878571,89.38888095,22.84935238,17.06071905,13.08052381,23.18375,8.827988095,5.993180952,1109.455,125.5938333,40.41428571,22.39542619,18.30456667,23.46110238,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2752,b'AS7265X',64,200,18.00557143,352.9246429,57.42148214,74.92276786,37.45275,85.89714286,23.09771429,17.06071964,15.32873929,23.38360714,9.458558929,5.993182143,1104.4725,126.1545179,41.47780357,22.90441071,19.21980357,24.63416071,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2753,b'AS7265X',64,250,17.60544286,361.5675714,58.35262857,78.74235714,37.77842857,90.50625714,22.65065714,17.06071429,15.69662857,23.50352857,9.080215714,5.993181429,1104.140286,126.4909286,40.8397,23.2098,19.76892857,24.39954286,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2754,b'AS7265X',64,150,16.00495476,352.9245238,39.31559524,117.5259048,21.71174286,27.93402381,13.90830238,10.42599524,8.175328571,9.59327619,7.566847619,3.995454762,418.5369048,74.01066667,29.77895238,16.28758333,14.64365238,18.76888333,3,405 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2755,b'AS7265X',64,200,16.00495357,388.9373214,38.79828571,123.4021964,21.16894643,29.33073214,13.41157679,9.952085714,6.131496429,9.593275,8.512701786,4.494885714,411.8933929,74.01066071,30.31071429,15.26961071,15.10126786,19.94194643,3,405 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2756,b'AS7265X',64,250,16.00495714,407.6638571,39.72945714,130.4537571,22.14597143,30.16875714,13.11354286,10.23643143,8.338834286,9.593275714,8.323531429,4.794545714,409.2361429,74.01065714,29.35352857,15.8804,14.27756143,19.70732857,3,405 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2757,b'AS7265X',64,150,40.01238095,36.01271429,76.56197619,60.72171429,69.47757143,22.34722381,203.6572857,72.03414286,41.69416667,185.47,17.65597381,9.988635714,2026.250238,271.372381,57.43083333,42.75490476,51.25278571,28.15333333,3,410 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2758,b'AS7265X',64,200,40.01239286,27.00953571,76.04466071,57.293875,71.64875,23.04557143,202.66375,71.79719643,44.14676786,181.0730357,17.97126786,8.989773214,2014.625,272.49375,59.026125,41.22794643,50.79517857,28.15332143,3,410 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2759,b'AS7265X',64,250,40.01238571,34.5722,79.4589,59.93821429,74.25415714,23.46458571,203.2598571,72.22371429,43.65625714,191.3858571,18.16042857,9.58909,2007.648571,273.1665714,77.85067143,41.53334286,50.5206,28.15332857,3,410 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2760,b'AS7265X',64,150,24.00742857,62.42204762,64.14652381,66.59802381,56.45052381,41.90104762,55.63321429,24.6432619,13.89805714,79.94397619,8.827988095,3.995454762,329.957619,42.61219048,42.54135714,18.32353095,21.96548095,18.76888333,3,425 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2761,b'AS7265X',64,200,26.00805357,63.02225,58.97339286,61.70110714,63.50683929,41.90103571,55.88157143,24.88021429,14.71558929,72.54914286,9.458558929,4.494885714,335.4939286,43.73357143,27.12010714,18.32353571,21.96548214,18.768875,3,425 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2762,b'AS7265X',64,250,25.60792857,74.90644286,64.56035714,69.34028571,65.13522857,45.25312857,55.43451429,24.4537,14.71558571,78.66485714,9.8369,4.794545714,336.1581429,44.4064,28.07728571,18.32352857,21.96548571,18.76888571,3,425 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2763,b'AS7265X',64,150,18.67244762,7.202542857,20.69242381,17.62888571,15.19821905,13.96701429,25.82971429,15.16508333,10.62792619,7.194957143,8.827988095,5.993180952,79.72133333,78.49616667,68.06616667,65.15033333,31.1177619,18.76888333,3,455 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2764,b'AS7265X',64,200,18.00557143,7.202542857,21.72705357,16.1598125,14.655425,12.5703125,26.07807143,15.63899286,10.42354286,7.194957143,8.512701786,5.993182143,76.39960714,79.05683929,49.45432143,64.13235714,30.20253571,18.768875,3,455 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2765,b'AS7265X',64,250,17.60544286,8.643051429,21.10627143,16.45362857,14.32975714,13.40833429,25.63101429,15.35464286,6.867275714,7.194957143,8.323531429,4.794545714,77.06394286,78.0476,49.77337143,64.74314286,29.6534,18.76888571,3,455 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2766,b'AS7265X',64,150,16.00495476,14.40508571,51.73104762,33.299,17.36939286,13.96701429,14.90175238,14.21726667,21.25585238,11.19215476,10.08912857,19.97727143,46.50409524,219.7892143,835.937381,2031.875952,150.0974524,26.5892619,3,465 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2767,b'AS7265X',64,200,16.00495357,16.20572143,52.76567857,33.78869643,17.91219643,14.66536607,14.90175179,14.21726607,21.46023214,11.39201607,10.40441429,19.47783929,46.50410714,218.6678571,827.9608929,2036.966071,152.3855179,26.98026786,3,465 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2768,b'AS7265X',64,250,16.00495714,17.2861,54.628,34.08251429,18.23785714,15.08437143,14.90175714,13.64857571,21.58287143,11.51193143,10.59358429,20.37681429,47.8328,217.995,823.175,2041.241429,152.6601429,26.27644286,3,465 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2769,b'AS7265X',64,150,16.00495476,38.41357143,122.0852857,90.10319048,23.88292857,19.55382143,15.89520238,11.3738119,9.810392857,15.98879286,11.35026905,9.988635714,28.7882619,569.657619,16244.41429,423.4771429,225.1461905,98.53664286,3,470 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2770,b'AS7265X',64,200,18.00557143,37.81335714,117.9468036,86.67535714,24.42571429,18.85546429,15.64683929,12.08467679,9.197242857,15.58907321,10.40441429,8.989773214,28.23464286,570.2183929,16827.23036,421.44125,225.1460714,98.53664286,3,470 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2771,b'AS7265X',64,250,17.60544286,40.33424286,127.8791714,91.6702,24.75138571,18.43645714,16.09388571,11.94250429,9.319872857,16.30857143,10.59358429,9.58909,27.90245714,570.5548571,16126.57143,421.4412857,226.2444286,99.47507143,3,470 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2772,b'AS7265X',64,150,56.01733333,43.2152619,198.6472381,95.9795,75.99109524,25.14061905,203.6572857,188.6157381,91.56366667,260.617381,45.40107143,41.9522619,35.43169048,103.1663571,721.0759524,5010.469048,563.7807143,60.99888095,3,475 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2773,b'AS7265X',64,200,56.01733929,48.61716071,195.5433929,95.48980357,79.79066071,25.140625,203.4089286,188.37875,96.87764286,253.6221429,45.40107143,41.95226786,34.87807143,102.6056786,722.6710714,5008.432143,565.6110714,60.998875,3,475 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2774,b'AS7265X',64,250,57.61782857,48.97728571,213.5457143,101.0722714,83.37308571,25.14062857,204.452,189.374,98.59444286,274.3677143,46.91445714,43.15091429,34.54591429,103.6149143,718.5234286,5007.21,566.7092857,60.99887143,3,475 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2775,b'AS7265X',64,150,21.3399381,40.81440476,211.0627381,97.9382619,32.56761905,19.55382143,24.8362619,29.38235714,57.22728571,38.37309524,21.43939762,71.91819048,250.2364286,1022.692619,4628.497619,9513.983333,827.3664286,78.20369048,3,480 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2776,b'AS7265X',64,200,22.00680357,41.414625,215.7185714,99.89703571,34.196,20.95051786,24.58789286,29.85626786,58.24921429,38.37310714,21.75467857,73.41646429,250.79,1027.73875,4612.014286,9519.075,829.1967857,78.59469643,3,480 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2777,b'AS7265X',64,250,22.40694286,41.77474286,224.7197143,102.2475429,33.87031429,20.1125,25.03494286,29.57191429,58.37184286,38.3731,21.94385714,74.31545714,252.4508571,1029.420857,4602.122857,9518.464286,830.2951429,78.82931429,3,480 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2778,b'AS7265X',64,150,18.67244762,0,111.7390714,56.80419048,21.71174286,16.76041667,64.5742619,19.90417381,12.26299048,14.38991429,13.87255238,21.975,243.5928571,903.8269048,474.3359524,1221.56881,6479.816667,2159.985476,3,505 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2779,b'AS7265X',64,200,20.00619643,19.807,116.394875,58.76294643,21.16894643,16.76041786,64.822625,19.90417857,9.197242857,14.38991429,14.1878375,22.47442857,242.4857143,899.9023214,478.5901786,1213.933929,6442.75,2160.767857,3,505 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2780,b'AS7265X',64,250,19.20594286,20.16711429,119.1883429,59.93821429,22.14597143,16.76041429,64.37557143,20.47285714,12.26299143,14.38991429,14.37701429,21.57545714,243.15,898.893,483.6951429,1209.353,6422.705714,2164.052857,3,505 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2781,b'AS7265X',64,150,26.67492857,60.02119048,78.63119048,90.10319048,26.05409524,22.34722381,160.9389286,36.01707143,9.810392857,15.98879286,13.87255238,9.988635714,17.71585,35.88395238,34.03307143,79.40197619,957.3288095,1287.232619,3,525 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2782,b'AS7265X',64,200,26.00805357,84.629875,80.70044643,92.55166071,27.68246429,23.04557143,161.6840179,36.25403571,9.810392857,16.18865179,14.1878375,8.989773214,18.26946429,35.32326786,35.09660714,80.92892857,963.7353571,1292.706786,3,525 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2783,b'AS7265X',64,250,25.60792857,77.78745714,81.942,92.84547143,27.3568,23.46458571,162.7271429,36.3962,9.810392857,16.30857143,13.62032286,9.58909,17.27295714,34.98685714,45.94465714,81.84511429,967.5792857,1297.868143,3,525 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2784,b'AS7265X',64,150,253.4116667,21.60762857,49.66180952,31.3402381,32.56761905,41.90104762,15.89520238,38.86052381,3121.340476,11.99159524,44.13992857,47.94545238,31.0027381,24.67021429,23.39774048,36.64707143,25.62640476,15.64073571,3,630 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2785,b'AS7265X',64,200,252.0780357,21.607625,48.10989286,29.38148214,32.56760714,41.90103571,16.39192857,38.386625,3115.4125,11.99159464,45.40107143,47.94544643,31.55635714,25.23091071,23.9295,35.12010714,26.084,15.24971786,3,630 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2786,b'AS7265X',64,250,249.6772857,21.60762857,48.42027143,30.55674286,32.56761429,41.90104286,16.09388571,38.67097143,3166.794286,11.51193143,45.40108571,49.14408571,31.88852857,25.56731429,24.24857143,36.64707143,26.35857143,15.95355714,3,630 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2787,b'AS7265X',64,150,45.34738095,115.2406905,41.38485714,182.1651667,1930.17381,48529.78571,30.79695238,62.55597619,15.53312143,43.1697381,1451.573333,189.7840952,46.50409524,49.34042857,61.68495238,40.71895238,71.38780952,56.30664286,3,890 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2788,b'AS7265X',64,200,46.01425,122.4432321,41.90216071,182.1651786,1921.489286,48280.48214,30.54858929,62.55596429,15.94188929,43.16975,1453.780357,190.2835714,46.50410714,50.46180357,62.21671429,39.70098214,71.38780357,56.30664286,3,890 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2789,b'AS7265X',64,250,44.81387143,131.0862857,40.971,180.9898571,1916.278571,48149.32857,30.99564286,62.55597143,15.69662857,42.69007143,1454.348571,190.5831429,45.17541429,51.13462857,62.53578571,40.31177143,70.28954286,56.30664286,3,890 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2790,b'AS7265X',64,150,40.01238095,91.23221429,167.608619,264.4333333,49.937,125.703119,27.81659524,61.60814286,19.62078571,22.38430952,577.602619,3687.804762,179.3729762,455.277619,638.1202381,116.0490238,199.5197857,189.2529048,3,940 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2791,b'AS7265X',64,200,40.01239286,66.62351786,167.608625,262.9642857,48.85141071,123.6080893,28.31332143,61.13425,19.62078571,22.78403571,572.2426786,3663.332143,179.3730357,454.15625,639.7155357,116.0490357,197.6892857,188.8619643,3,940 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2792,b'AS7265X',64,250,40.01238571,90.75204286,167.6085714,263.258,49.50277143,124.0270857,28.0153,61.41858571,17.16818571,23.02385714,569.7835714,3649.847143,178.0442857,454.8291429,640.6727143,116.0490286,198.7875714,189.5657143,3,940 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2793,b'AS7265X',64,150,856.265,223.2788333,271.0707143,160.6187381,78.1622619,47.48785714,376.517619,346.9011905,147.1559048,72.749,22.7005381,19.97727143,68.64892857,356.5966667,1314.527619,337.967381,523.5107143,929.0597619,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2794,b'AS7265X',64,200,852.26375,241.2851786,271.5880357,158.6599821,76.53389286,43.99608929,374.7791071,344.0578571,145.3164464,72.54914286,21.75467857,19.47783929,64.77357143,354.9146429,1328.885357,334.4044643,521.6801786,926.7135714,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2795,b'AS7265X',64,250,853.064,240.5648571,273.14,159.8352857,76.85955714,45.25312857,374.332,344.0578571,145.1938571,72.9089,21.94385714,20.37681429,66.43444286,355.2511429,1313.251429,335.9314286,520.5818571,926.2442857,3,White LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2796,b'AS7265X',64,150,24.00742857,40.81440476,26.90014286,43.09283333,343.0454762,891.0954762,23.84280952,34.12142857,30.24871429,12.79103333,292.5847619,147.8318095,33.21721429,40.36945238,36.16014286,24.43138095,23.79593571,18.76888333,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2797,b'AS7265X',64,200,24.00742857,19.807,27.93476786,42.60314286,340.3316071,888.3021429,23.84280357,34.12144643,30.04433929,13.19075357,292.2694643,149.8295357,33.21721429,38.68739286,35.09660714,24.431375,23.33832143,18.768875,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2798,b'AS7265X',64,250,24.00742857,21.60762857,27.314,41.13407143,338.7031429,884.95,23.8428,34.12144286,30.41221429,12.95092143,292.837,149.8295714,33.21721429,39.0238,35.73472857,24.43137143,24.16202857,18.76888571,3,IR LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2799,b'AS7265X',64,150,16.00495476,14.40508571,28.96940476,23.50518095,15.19821905,11.1736119,21.85590476,19.90417381,17.1681881,11.19215476,6.305704762,5.993180952,2934.188095,504.6180952,87.2097619,42.75490476,31.1177619,26.5892619,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2800,b'AS7265X',64,200,18.00557143,14.40508571,32.59057143,26.44332143,17.91219643,14.66536607,23.09771429,22.03676786,19.62078571,11.99159464,8.512701786,5.993182143,2944.705357,509.6642857,89.33682143,45.80883929,32.94821429,28.15332143,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2801,b'AS7265X',64,250,19.20594286,14.40508571,32.28018571,25.8557,16.93515714,15.08437143,22.65065714,22.17892857,19.13027143,11.99159429,7.566847143,5.993181429,2945.702857,511.3462857,88.06058571,46.41961429,32.94821429,28.15332857,3,UV (405 nm) LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2802,b'AS7265X',64,150,21.3399381,160.8567857,60.00802381,137.1135714,23.88292857,22.34722381,25.82971429,18.95635476,19.62078571,28.77983333,7.566847619,3.995454762,810.5,107.651881,121.2428333,34.61111905,34.77866667,54.74257143,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2803,b'AS7265X',64,200,22.00680357,149.45275,60.52533929,139.5620179,24.42571429,23.04557143,26.07807143,19.19330357,19.62078571,28.77982143,7.566846429,4.494885714,808.8392857,107.6518571,121.2428393,33.59314286,34.32107143,53.96053571,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2804,b'AS7265X',64,250,22.40694286,172.861,63.31881429,146.9074286,23.44868571,21.78854286,25.63101429,18.1981,19.13027143,28.77982857,6.810161429,4.794545714,807.8427143,107.6518571,119.9666,32.98235714,34.0465,54.42975714,3,390 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2805,b'AS7265X',64,150,21.3399381,45.61609524,97.25438095,107.7320714,23.88292857,19.55382143,21.85590476,18.95635476,20.43831905,23.98319048,7.566847619,5.993180952,1556.780238,246.7021429,291.4083333,38.683,40.27004762,84.45997619,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2806,b'AS7265X',64,200,22.00680357,57.62033929,102.4275,111.6496071,26.05408929,20.95051786,22.352625,18.48244643,20.23392857,23.98319643,7.566846429,5.993182143,1546.261429,245.5807143,290.3446429,39.70098214,39.81242857,83.28692857,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2807,b'AS7265X',64,250,20.80644286,61.94187143,104.2898143,111.6496143,26.05408571,20.1125,22.0546,18.76678571,20.60182857,23.98318571,7.566847143,5.993181429,1531.978571,244.908,288.4302857,39.0902,39.53785714,82.58308571,3,395 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2808,b'AS7265X',64,150,18.67244762,420.1483333,55.86954762,92.06195238,43.42347619,111.736119,27.81659524,20.85199048,16.35065476,34.37590476,7.566847619,5.993180952,850.3607143,109.8945952,40.41428571,24.43138095,20.13502381,25.02516667,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2809,b'AS7265X',64,200,20.00619643,453.7601786,55.86953571,91.08258929,47.22303571,113.1328214,27.56825,20.61503571,13.48929107,34.17603571,7.566846429,4.494885714,847.0391071,109.3339286,39.88251786,24.431375,20.59264286,24.63416071,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
17,2810,b'AS7265X',64,250,20.80644286,489.7728571,57.11108571,99.89702857,49.50277143,118.9989714,27.41922857,21.04155714,16.18714286,35.01545714,7.566847143,4.794545714,843.7172857,108.9975143,53.6021,25.65294286,20.8672,25.338,3,400 nm LED,0.505510018,0.203758775,0.709268793,0.047439139,0.076413721,0.121055867
