Leaf number,spectrometer,gain,LED current,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,time,position,Chlorophyll a (ug/ml),Chlorophyll b (ug/ml),Total Chlorophyll (ug/ml),position stdev,vial number stdev,Absorbance (647) stdev,Absorbance (664) stdev,Chlorophyll a (ug/ml) stdev,Chlorophyll b (ug/ml) stdev,Total Chlorophyll (ug/ml) stdev
Leaf: 15,b'AS7262',16,2,0.062196487,0.039719246,0.074856813,0.057083712,0.077266708,0.058637014,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 15,b'AS7262',16,3,0.066102474,0.042038084,0.076412156,0.058275563,0.078884143,0.059905277,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 15,b'AS7262',16,3,0.062565986,0.039669385,0.075570439,0.057648281,0.0779907,0.059284648,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 15,b'AS7262',16,2,0.058290513,0.036901756,0.069001473,0.052645607,0.071212916,0.054184589,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 15,b'AS7262',16,1,0.038549518,0.024235482,0.04523247,0.034532508,0.046828313,0.035700305,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 15,b'AS7262',16,0,0.020022518,0.01249174,0.023201777,0.01773672,0.024138149,0.018376351,10:42:45,pos 3,0.546463892,0.171544432,0.718008324,1.58113883,1.58113883,0.011250467,0.022682923,0.045629475,0.024461377,0.069786413
Leaf: 16,b'AS7262',16,0,0.014269125,0.009898646,0.016303452,0.015650973,0.015188391,0.011738197,10:43:26,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.024385952,0.017054593,0.029020517,0.027851828,0.026957086,0.021074786,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.025863891,0.018051936,0.033320531,0.031991965,0.030931331,0.024285925,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.032637765,0.022913989,0.038315862,0.036775084,0.035506343,0.027955807,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.033623052,0.023587206,0.038096295,0.036539847,0.035275272,0.027793885,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.033587862,0.023562265,0.038535429,0.036947591,0.03566038,0.028090724,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.028045608,0.019572888,0.031765204,0.030486465,0.029452536,0.023179568,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,0,0.014568226,0.010048245,0.016285156,0.015635291,0.015157584,0.011900105,10:43:27,pos 1,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,0,0.012192976,0.007779287,0.014089403,0.012671328,0.013216674,0.010469933,10:43:41,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.023576603,0.015209506,0.027538374,0.024762415,0.025709361,0.020616052,10:43:41,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.033957346,0.022016387,0.043622268,0.039221532,0.040635882,0.032759027,10:43:41,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.040291369,0.026105488,0.048032065,0.043189163,0.044702559,0.036105083,10:43:41,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.042596238,0.027601505,0.050849935,0.045698341,0.047259629,0.038209854,10:43:41,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.038637479,0.02495856,0.044756736,0.040225194,0.041606343,0.033622512,10:43:42,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.023594198,0.015109771,0.027263915,0.024511495,0.025447495,0.020535099,10:43:42,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,0,0.012228165,0.007779287,0.014016213,0.0126086,0.01312425,0.010550886,10:43:42,pos 2,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,0,0.019125207,0.017603133,0.023805603,0.02358623,0.018993198,0.015893788,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.036807652,0.03425879,0.046513338,0.046043339,0.036923502,0.031085985,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.049510874,0.046251868,0.067116796,0.066399014,0.053143971,0.044794027,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.052765854,0.049218962,0.07981556,0.07896057,0.063125785,0.053240143,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,3,0.062741923,0.058593994,0.080968337,0.080152437,0.064050038,0.05407665,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,2,0.056636637,0.052659787,0.067208287,0.066508791,0.05322099,0.044982927,10:44:02,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,1,0.036842842,0.033959583,0.046129079,0.045682658,0.036600015,0.030978046,10:44:03,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 16,b'AS7262',16,0,0.019160397,0.017478464,0.023659219,0.023445088,0.018854558,0.015920774,10:44:03,pos 3,0.59781027,0.206183568,0.803993838,1.58113883,1.58113883,0.021639593,0.051097916,0.104842805,0.040283879,0.143500908
Leaf: 17,b'AS7262',16,0,0.010697444,0.007554886,0.013485571,0.011965624,0.010983087,0.010955651,10:45:00,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.020779083,0.014785633,0.026367306,0.023429405,0.021442439,0.021614473,10:45:00,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.026761202,0.019049281,0.031710312,0.028181159,0.02581719,0.026120862,10:45:00,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.028344711,0.020121427,0.038151186,0.033889527,0.03100835,0.031463758,10:45:01,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.028555839,0.020271023,0.043347793,0.038500139,0.03518284,0.035700305,10:45:01,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.028362307,0.02007156,0.037272885,0.03310542,0.03029977,0.030762168,10:45:01,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.021130972,0.014885367,0.026422198,0.023476453,0.021550268,0.021857332,10:45:01,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,0,0.010978957,0.00765462,0.013558764,0.012059717,0.011106318,0.011225493,10:45:01,pos 1,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,0,0.015518337,0.010422251,0.015900899,0.015619608,0.015958603,0.012493759,10:45:15,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.030121754,0.020395706,0.03114307,0.030596242,0.031131592,0.024501801,10:45:15,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.047364347,0.032264101,0.050319309,0.04939937,0.050140187,0.039559078,10:45:15,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.055035533,0.037425349,0.054198464,0.053194493,0.053944982,0.042581317,10:45:15,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.05399746,0.036627489,0.056998042,0.055907527,0.05665609,0.044686116,10:45:15,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.051569425,0.034882126,0.053594621,0.052582877,0.053267198,0.041987666,10:45:16,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.030491238,0.020395706,0.031271162,0.030674655,0.0311778,0.024555767,10:45:16,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,0,0.015835036,0.010521985,0.016083877,0.015792114,0.01611264,0.012628679,10:45:16,pos 2,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,0,0.014726583,0.01234214,0.018608997,0.01761126,0.01594319,0.011927086,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.028696601,0.0241856,0.03663246,0.034610921,0.031316439,0.023476393,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.048191278,0.040866194,0.061224872,0.057805105,0.052265942,0.039289217,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.0519741,0.043833288,0.067116796,0.063372331,0.057318462,0.043147991,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,3,0.053839118,0.045204642,0.06944064,0.06556786,0.059367213,0.044713093,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,2,0.048455206,0.040467265,0.063621883,0.06007903,0.054453317,0.041016242,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,1,0.029294808,0.0241856,0.036669043,0.034642285,0.031516685,0.023746238,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 17,b'AS7262',16,0,0.015201638,0.012466807,0.018828564,0.01779945,0.016251279,0.012196931,10:45:31,pos 3,0.586088973,0.235880865,0.821969838,1.58113883,3.58113883,0.023186138,0.031993202,0.060694833,0.065919554,0.124674512
Leaf: 18,b'AS7262',16,0,0.050249843,0.030394074,0.041609482,0.044333967,0.04425583,0.042068627,10:46:53,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.062900265,0.037948962,0.072844044,0.077611894,0.077374537,0.074126037,10:46:53,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.090875492,0.054953684,0.098278174,0.10458552,0.104146775,0.100408802,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.163118471,0.099609792,0.166639138,0.177069313,0.175606097,0.169461784,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.197005394,0.119756152,0.167023463,0.177477057,0.176145242,0.169785602,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.174097409,0.105120129,0.147206831,0.156462686,0.155534702,0.149628276,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.098476311,0.058793459,0.082413864,0.087679954,0.087556611,0.084137227,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,0,0.051270321,0.030443936,0.042396292,0.045149455,0.045257101,0.043363869,10:46:54,pos 1,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,0,0.070114019,0.03625348,0.062469123,0.055625243,0.081287161,0.055129063,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.112411139,0.058469331,0.081901513,0.072969917,0.106426582,0.072641895,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.099303256,0.051587661,0.096997322,0.086425357,0.125697028,0.086242025,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.173727953,0.091207164,0.14803024,0.131841414,0.190933201,0.131090036,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.187610023,0.098412983,0.189310339,0.168538053,0.243430213,0.16689828,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.19992608,0.10477104,0.181625164,0.161778993,0.233586946,0.160044245,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.13625167,0.0709112,0.12219356,0.108945196,0.157645013,0.108045388,10:47:15,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,0,0.070765012,0.036602549,0.062743599,0.056001622,0.081302574,0.055722714,10:47:16,pos 2,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,0,0.05480681,0.048869893,0.064847843,0.067920197,0.050463659,0.045738501,10:47:38,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.105707646,0.094922276,0.126292298,0.132249142,0.097969756,0.089426187,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.166742965,0.150424493,0.202375071,0.211586171,0.156304888,0.143017124,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.157681803,0.141523193,0.189621365,0.198193348,0.146554129,0.133977358,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,3,0.173956704,0.156234038,0.210352947,0.219788019,0.162420254,0.148171112,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,2,0.168467093,0.150923166,0.203180205,0.212323166,0.156921098,0.14288218,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,1,0.105865988,0.094024654,0.125651856,0.13143367,0.097430611,0.088616658,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 18,b'AS7262',16,0,0.054982762,0.048520824,0.064573384,0.067606547,0.050325035,0.045603584,10:47:39,pos 3,0.581418883,0.230440505,0.811859387,1.58113883,4.58113883,0.010545947,0.017419673,0.037177376,0.038602653,0.053082738
Leaf: 19,b'AS7262',16,0,0.037775358,0.028548989,0.04356736,0.047815457,0.046489413,0.036833651,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.072858753,0.055701703,0.085103658,0.093356957,0.090421771,0.071481571,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.133524516,0.103374766,0.158643036,0.173917057,0.16771932,0.132223382,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.152227439,0.117437335,0.180362736,0.197738638,0.190517236,0.150113988,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.152772847,0.117287711,0.180124844,0.197471954,0.190286196,0.149925115,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.134562589,0.102701569,0.157490277,0.172693825,0.166548645,0.131251931,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.072735587,0.054629556,0.083767915,0.091961234,0.089081615,0.070375202,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,0,0.037792953,0.028150059,0.042981826,0.047219524,0.045934871,0.036320961,10:48:09,pos 1,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,0,0.022626506,0.019996758,0.043146517,0.03908039,0.030977539,0.026660549,10:48:24,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.043863034,0.039046049,0.084335157,0.076325948,0.060353056,0.051971879,10:48:24,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.057762686,0.051512838,0.111580764,0.100915856,0.079669741,0.068621226,10:48:24,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.063586449,0.056674107,0.122760786,0.110999582,0.087602819,0.075448283,10:48:24,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.063938353,0.056873592,0.123035261,0.111250502,0.08783389,0.075637184,10:48:25,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.058624807,0.052011531,0.112330974,0.101590186,0.08025511,0.069106966,10:48:25,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.044109367,0.038921366,0.083822807,0.075871157,0.060044982,0.051729023,10:48:25,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,0,0.022908014,0.019996758,0.042963534,0.038923565,0.030931331,0.026633563,10:48:25,pos 2,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,0,0.016292497,0.01613205,0.037108194,0.034140447,0.031994209,0.017000148,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.031546906,0.031491162,0.072423202,0.066634267,0.062293963,0.033271717,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.053328872,0.053632211,0.123547595,0.113555808,0.10593366,0.05666716,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.059557323,0.0596412,0.136319544,0.125286193,0.116947541,0.062549743,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,3,0.059469348,0.05924227,0.136319544,0.125301891,0.11705537,0.062576721,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,2,0.053135325,0.052659787,0.1210042,0.111281867,0.104085154,0.055641752,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,1,0.031740439,0.031092212,0.071307025,0.065646272,0.061631592,0.032920922,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 19,b'AS7262',16,0,0.016450839,0.015982447,0.036540951,0.033669973,0.03174774,0.016865226,10:48:38,pos 3,0.204667135,0.065282811,0.269949946,1.58113883,5.58113883,0.004546757,0.008954608,0.018806231,0.014476306,0.025737638
Leaf: 20,b'AS7262',16,0,0.030526428,0.019298617,0.026806457,0.028149794,0.028066187,0.023206551,10:49:17,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,1,0.058871126,0.037749497,0.052075895,0.054762723,0.054576544,0.045549601,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,2,0.098142017,0.06325659,0.088214312,0.092682611,0.092254849,0.077175281,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,3,0.111285105,0.072282554,0.100053068,0.105353944,0.104192998,0.087645206,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,3,0.112780624,0.071858684,0.100345835,0.105604864,0.104670523,0.088184874,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,2,0.101872053,0.065076735,0.090080697,0.095082012,0.093718232,0.079522908,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
Leaf: 20,b'AS7262',16,1,0.059504538,0.036802013,0.051526961,0.05391587,0.054684373,0.045684518,10:49:18,pos 1,0.680931892,0.181767784,0.862699676,1.58113883,6.58113883,0.005700614,0.015328796,0.031918518,0.009394512,0.040028297
